"Latitude","Longitude","app_origin","job_origin","mad_origin"
62.1665,-120.8334,0.0909090909090909,0.104166666666667,0.0869565217391304
62.1665,-120.5001,0.0909090909090909,0.0833333333333333,0.0434782608695652
62.1665,-118.5001,0.0909090909090909,0.104166666666667,0.0869565217391304
62.1665,-118.1667,0.0909090909090909,0.125,0.108695652173913
62.1665,-117.8334,0.0909090909090909,0.145833333333333,0.108695652173913
62.1665,-117.5001,0.0909090909090909,0.145833333333333,0.108695652173913
62.1665,-117.1667,0.0909090909090909,0.145833333333333,0.108695652173913
62.1665,-116.8334,0.0909090909090909,0.145833333333333,0.108695652173913
62.1665,-116.5001,0.0909090909090909,0.145833333333333,0.108695652173913
62.1665,-116.1667,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-122.5001,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-122.1667,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-121.8334,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-121.5001,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-121.1667,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-120.8334,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-120.5001,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-120.1667,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-119.8334,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-118.8334,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-118.5001,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-118.1667,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-117.8334,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-117.5001,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-117.1667,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-116.8334,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-116.5001,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-116.1667,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-115.8334,0.0909090909090909,0.145833333333333,0.108695652173913
61.8332,-115.5001,0.0909090909090909,0.145833333333333,0.108695652173913
61.4999,-122.5001,0.0909090909090909,0.145833333333333,0.108695652173913
61.4999,-122.1667,0.0909090909090909,0.145833333333333,0.108695652173913
61.4999,-121.8334,0.0909090909090909,0.145833333333333,0.108695652173913
61.4999,-121.5001,0.0909090909090909,0.145833333333333,0.108695652173913
61.4999,-121.1667,0.0909090909090909,0.145833333333333,0.108695652173913
61.4999,-120.8334,0.0909090909090909,0.145833333333333,0.108695652173913
61.4999,-120.5001,0.0909090909090909,0.145833333333333,0.108695652173913
61.4999,-120.1667,0.0909090909090909,0.145833333333333,0.108695652173913
61.4999,-119.8334,0.0909090909090909,0.145833333333333,0.108695652173913
61.4999,-119.5001,0.0909090909090909,0.145833333333333,0.108695652173913
