"x","y","dd","df.ahy","df.hy","abun","post","rel.abun"
-120.1667,61.4999,-134.169998168945,-145.031498260498,-145.031498260498,18.2407264709473,0.000442977184477959,0.31490732168379
-119.8334,61.4999,-134.380004882812,-145.231004638672,-145.231004638672,16.9603481292725,0.000411883116280344,0.292802910713046
-119.5001,61.4999,-134.410003662109,-145.259503479004,-145.259503479004,14.3653154373169,0.000348862584869951,0.248002348849067
-119.1667,61.4999,-134.360000610352,-145.212000579834,-145.212000579834,12.1321306228638,0.000294629551821569,0.209448717234425
-118.8334,61.4999,-134.279998779297,-145.135998840332,-145.135998840332,10.1510171890259,0.00024651808803471,0.175246837918087
-118.5001,61.4999,-133.960006713867,-144.832006378174,-144.832006378174,8.43855285644531,0.000204930784493171,0.145682908141996
-118.1667,61.4999,-133.770004272461,-144.651504058838,-144.651504058838,8.30486106872559,0.000201684071057375,0.143374857370609
-117.8334,61.4999,-133.910003662109,-144.784503479004,-144.784503479004,6.52029323577881,0.00015834572949473,0.112566135057307
-117.5001,61.4999,-134.089996337891,-144.955496520996,-144.955496520996,4.36703777313232,0.000106053785759696,0.0753924012302579
-117.1667,61.4999,-134.25,-145.1075,-145.1075,2.30611610412598,5.60041739846315e-05,0.0398127150801168
-116.8334,61.4999,-134.330001831055,-145.183501739502,-145.183501739502,5.56239604949951,0.000135083136347839,0.0960290284974281
-116.5001,61.4999,-134.380004882812,-145.231004638672,-145.231004638672,7.81075811386108,0.000189684749860561,0.134844679671807
-116.1667,61.4999,-134.350006103516,-145.20250579834,-145.20250579834,8.84430313110352,0.00021478445531903,0.152687767979601
-115.8334,61.4999,-138.020004272461,-148.689004058838,-148.689004058838,9.3269681930542,0.000226506006570256,0.161020482258899
-139.1667,61.1665,-150.169998168945,-160.231498260498,-160.231498260498,0.01396599970758,3.391651773704e-07,0.000241108574790345
-138.8334,61.1665,-148.300003051758,-158.45500289917,-158.45500289917,0.011958000250161,2.90400784817424e-07,0.00020644253601796
-138.5,61.1665,-147.919998168945,-158.093998260498,-158.093998260498,0.015558999963105,3.7785128832048e-07,0.00026861008053947
-138.1667,61.1665,-148.020004272461,-158.189004058838,-158.189004058838,0.019763000309467,4.79945699962578e-07,0.000341187808819052
-137.8334,61.1665,-147.649993896484,-157.83749420166,-157.83749420166,0.027789000421762,6.74857615232343e-07,0.00047974841950647
-137.5,61.1665,-149.259994506836,-159.366994781494,-159.366994781494,0.021219000220299,5.15304748963603e-07,0.000366324144974425
-137.1667,61.1665,-148.720001220703,-158.854001159668,-158.854001159668,0.021219000220299,5.15304748963603e-07,0.000366324144974425
-136.8334,61.1665,-147.979995727539,-158.150995941162,-158.150995941162,0.01138100028038,2.76388304422821e-07,0.000196481226890017
-136.5,61.1665,-148.75,-158.8825,-158.8825,0.011315999552608,2.74809757678901e-07,0.000195359056392982
-136.1667,61.1665,-148.940002441406,-159.063002319336,-159.063002319336,0.011315999552608,2.74809757678901e-07,0.000195359056392982
-124.5001,61.1665,-142.160003662109,-152.622003479004,-152.622003479004,11.250452041626,0.000273217932270488,0.194227446247999
-124.1667,61.1665,-139.050003051758,-149.66750289917,-149.66750289917,12.8721160888672,0.000312600145197161,0.222223802785717
-123.8334,61.1665,-137.330001831055,-148.033501739502,-148.033501739502,12.8721160888672,0.000312600145197161,0.222223802785717
-123.5001,61.1665,-138.199996948242,-148.85999710083,-148.85999710083,14.5716018676758,0.000353872263747704,0.251563671222246
-123.1667,61.1665,-134.169998168945,-145.031498260498,-145.031498260498,14.654333114624,0.000355881397260005,0.252991940838455
-122.8334,61.1665,-133.470001220703,-144.366501159668,-144.366501159668,15.9428272247314,0.000387172557402168,0.275236462177313
-122.5001,61.1665,-133.990005493164,-144.860505218506,-144.860505218506,16.414342880249,0.000398623344620053,0.283376693458535
-122.1667,61.1665,-134.309997558594,-145.164497680664,-145.164497680664,16.5636425018311,0.00040224909527847,0.285954197377345
-121.8334,61.1665,-134.679992675781,-145.515993041992,-145.515993041992,17.4545860290527,0.000423885714622887,0.301335418096583
-121.5001,61.1665,-134.679992675781,-145.515993041992,-145.515993041992,20.4269847869873,0.000496070604574107,0.352650815722234
-121.1667,61.1665,-134.389999389648,-145.240499420166,-145.240499420166,24.2441883087158,0.000588771631110954,0.41855089592266
-120.8334,61.1665,-134.110000610352,-144.974500579834,-144.974500579834,20.241268157959,0.000491560464609631,0.349444609745043
-120.5001,61.1665,-133.770004272461,-144.651504058838,-144.651504058838,20.1973209381104,0.000490493203623881,0.348685906339232
-120.1667,61.1665,-133.559997558594,-144.451997680664,-144.451997680664,17.3425121307373,0.000421163992984864,0.299400577880356
-119.8334,61.1665,-133.309997558594,-144.214497680664,-144.214497680664,16.2406845092773,0.000394406040207502,0.280378660864945
-119.5001,61.1665,-133.190002441406,-144.100502319336,-144.100502319336,12.4438018798828,0.000302198507813365,0.214829399903507
-118.5001,61.1665,-133.160003662109,-144.072003479004,-144.072003479004,9.99209117889404,0.000242658559927612,0.172503144333502
-118.1667,61.1665,-133.149993896484,-144.06249420166,-144.06249420166,8.41980075836182,0.000204475388617063,0.145359172517057
-117.8334,61.1665,-133.130004882812,-144.043504638672,-144.043504638672,7.66932916641235,0.000186250139016289,0.132403054820923
-117.5001,61.1665,-132.899993896484,-143.82499420166,-143.82499420166,10.5476846694946,0.000256151182634965,0.182094892685666
-117.1667,61.1665,-136.679992675781,-147.415993041992,-147.415993041992,10.5476846694946,0.000256151182634965,0.182094892685666
-116.8334,61.1665,-136.649993896484,-147.38749420166,-147.38749420166,9.07552242279053,0.000220399630295292,0.156679530477808
-116.5001,61.1665,-136.610000610352,-147.349500579834,-147.349500579834,9.3567066192627,0.000227228206112781,0.16153388550319
-116.1667,61.1665,-136.600006103516,-147.34000579834,-147.34000579834,9.85420703887939,0.000239310034953832,0.170122716925425
-139.5,60.8332,-149.970001220703,-160.041501159668,-160.041501159668,0.014078999869525,3.41909393378665e-07,0.000243059405992414
-139.1667,60.8332,-152.5,-162.445,-162.445,0.015289999544621,3.71318596314314e-07,0.000263966065869794
-138.8334,60.8332,-151.300003051758,-161.30500289917,-161.30500289917,0.018790999427438,4.56340597681313e-07,0.000324407216504291
-138.5,60.8332,-150.259994506836,-160.316994781494,-160.316994781494,0.036448001861572,8.85142007375767e-07,0.000629237144980738
-138.1667,60.8332,-147.520004272461,-157.714004058838,-157.714004058838,0.036448001861572,8.85142007375767e-07,0.000629237144980738
-137.8334,60.8332,-147.880004882812,-158.056004638672,-158.056004638672,0.032976999878883,8.00848506891675e-07,0.000569313877140027
-137.5,60.8332,-146.070007324219,-156.336506958008,-156.336506958008,0.02840100042522,6.89720073636295e-07,0.000490313968102706
-137.1667,60.8332,-146.160003662109,-156.422003479004,-156.422003479004,0.015447000041604,3.75131363214028e-07,0.000266676517456615
-136.8334,60.8332,-146.929992675781,-157.153493041992,-157.153493041992,0.011982999742031,2.91007899042813e-07,0.000206874126450544
-136.5,60.8332,-147.770004272461,-157.951504058838,-157.951504058838,0.0108040003106,2.62375824028243e-07,0.000186519917762091
-125.1667,60.8332,-142.910003662109,-153.334503479004,-153.334503479004,9.40752124786377,0.000228462242550082,0.162411147635299
-124.8334,60.8332,-143.850006103516,-154.22750579834,-154.22750579834,9.40752124786377,0.000228462242550082,0.162411147635299
-124.5001,60.8332,-144.160003662109,-154.522003479004,-154.522003479004,11.679856300354,0.000283646041580562,0.201640667714317
-124.1667,60.8332,-140.229995727539,-150.788495941162,-150.788495941162,14.9063739776611,0.000362002225400232,0.25734316628226
-123.8334,60.8332,-137.699996948242,-148.38499710083,-148.38499710083,16.963249206543,0.000411953569123508,0.292852994818781
-123.5001,60.8332,-140.240005493164,-150.798005218506,-150.798005218506,16.0968189239502,0.000390912255459784,0.277894969975221
-123.1667,60.8332,-132.789993286133,-143.720493621826,-143.720493621826,18.4289703369141,0.000447548698549727,0.318157157799113
-122.8334,60.8332,-135.020004272461,-145.839004058838,-145.839004058838,16.6390895843506,0.000404081332401526,0.287256713410515
-122.5001,60.8332,-136.089996337891,-146.855496520996,-146.855496520996,16.6344089508057,0.000403967662922812,0.287175907101854
-122.1667,60.8332,-136.160003662109,-146.922003479004,-146.922003479004,16.3933906555176,0.00039811451853054,0.283014974917116
-121.8334,60.8332,-135.649993896484,-146.43749420166,-146.43749420166,17.1295604705811,0.000415992448584142,0.29572418719193
-121.5001,60.8332,-135.279998779297,-146.085998840332,-146.085998840332,17.1295604705811,0.000415992448584142,0.29572418719193
-121.1667,60.8332,-134.759994506836,-145.591994781494,-145.591994781494,17.519416809082,0.000425460134175235,0.302454654621192
-120.8334,60.8332,-134.639999389648,-145.477999420166,-145.477999420166,17.9050388336182,0.000434824989186562,0.30911202098883
-120.5001,60.8332,-134.199996948242,-145.05999710083,-145.05999710083,16.038402557373,0.000389493610339756,0.276886471680451
-120.1667,60.8332,-133.639999389648,-144.527999420166,-144.527999420166,15.3727140426636,0.000373327323078391,0.265394046333429
-119.8334,60.8332,-133.190002441406,-144.100502319336,-144.100502319336,15.3727140426636,0.000373327323078391,0.265394046333429
-119.5001,60.8332,-133.080001831055,-143.996001739502,-143.996001739502,13.130184173584,0.000318867344793271,0.226679081992917
-117.8334,60.8332,-132.429992675781,-143.378493041992,-143.378493041992,9.02988052368164,0.000219291213917596,0.155891570183144
-117.5001,60.8332,-136.289993286133,-147.045493621826,-147.045493621826,10.4402379989624,0.000253541833513388,0.180239936782729
-117.1667,60.8332,-136.289993286133,-147.045493621826,-147.045493621826,12.0383424758911,0.000292351900799855,0.207829561647838
-116.8334,60.8332,-136.160003662109,-146.922003479004,-146.922003479004,11.8559799194336,0.000287923214697773,0.20468126027284
-116.5001,60.8332,-135.679992675781,-146.465993041992,-146.465993041992,11.8643112182617,0.000288125540811473,0.204825091550848
-116.1667,60.8332,-135.369995117188,-146.171495361328,-146.171495361328,11.8643112182617,0.000288125540811473,0.204825091550848
-115.8334,60.8332,-135.289993286133,-146.095493621826,-146.095493621826,12.0062837600708,0.000291573352878823,0.20727610099748
-113.1667,60.8332,-135.429992675781,-146.228493041992,-146.228493041992,15.3788986206055,0.000373477515940953,0.265500816690329
-112.8334,60.8332,-135.449996948242,-146.24749710083,-146.24749710083,15.9131889343262,0.000386452789663894,0.274724787674344
-139.1667,60.4999,-151.539993286133,-161.532993621826,-161.532993621826,0.013694999739528,3.32583926177774e-07,0.000236430039960519
-138.8334,60.4999,-151.229995727539,-161.238495941162,-161.238495941162,0.015553999692202,3.77729856428512e-07,0.000268523756021624
-138.5,60.4999,-151.160003662109,-161.172003479004,-161.172003479004,0.015451000072062,3.7522850420416e-07,0.000266745573855229
-138.1667,60.4999,-148.419998168945,-158.568998260498,-158.568998260498,0.015451000072062,3.7522850420416e-07,0.000266745573855229
-137.8334,60.4999,-147.600006103516,-157.79000579834,-157.79000579834,0.016271999105811,3.95166517145065e-07,0.000280919275063602
-137.5,60.4999,-148.309997558594,-158.464497680664,-158.464497680664,0.007379999849945,1.79223758449716e-07,0.000127408082702984
-137.1667,60.4999,-146.410003662109,-156.659503479004,-156.659503479004,0.007379999849945,1.79223758449716e-07,0.000127408082702984
-136.8334,60.4999,-145.820007324219,-156.099006958008,-156.099006958008,0.006395000033081,1.55302976222063e-07,0.000110403077190637
-136.5,60.4999,-146.869995117188,-157.096495361328,-157.096495361328,0.008163000456989,1.98238977218844e-07,0.000140925780281188
-125.1667,60.4999,-139.860000610352,-150.437000579834,-150.437000579834,8.99711418151855,0.000218495481246522,0.15532589309411
-124.8334,60.4999,-140.259994506836,-150.816994781494,-150.816994781494,10.613489151001,0.000257749248588651,0.183230939161609
-124.5001,60.4999,-141.179992675781,-151.690993041992,-151.690993041992,13.5102167129517,0.000328096458807301,0.233239951666368
-124.1667,60.4999,-137.860000610352,-148.537000579834,-148.537000579834,13.5102167129517,0.000328096458807301,0.233239951666368
-123.8334,60.4999,-137.070007324219,-147.786506958008,-147.786506958008,19.8073959350586,0.000481023850509873,0.341954253487349
-123.5001,60.4999,-136.570007324219,-147.311506958008,-147.311506958008,26.8208599090576,0.00065134626226184,0.463034472484958
-123.1667,60.4999,-132.539993286133,-143.482993621826,-143.482993621826,20.9402008056641,0.000508534087722353,0.361510960746837
-122.8334,60.4999,-133.660003662109,-144.547003479004,-144.547003479004,18.1512546539307,0.000440804355799492,0.313362683080292
-122.5001,60.4999,-134.339996337891,-145.192996520996,-145.192996520996,17.2618026733398,0.000419203958758397,0.298007212374653
-122.1667,60.4999,-134.889999389648,-145.715499420166,-145.715499420166,16.9177074432373,0.000410847584550062,0.292066763265439
-121.8334,60.4999,-135.080001831055,-145.896001739502,-145.896001739502,16.2619476318359,0.000394922416470214,0.280745746736564
-121.5001,60.4999,-134.289993286133,-145.145493621826,-145.145493621826,16.0895671844482,0.000390736146511916,0.277769776175086
-120.1667,60.4999,-135.080001831055,-145.896001739502,-145.896001739502,14.7297039031982,0.000357711781579821,0.254293139735379
-114.5001,60.4999,-135.119995117188,-145.933995361328,-145.933995361328,14.5941410064697,0.000354419628144588,0.251952786197571
-114.1667,60.4999,-134.800003051758,-145.63000289917,-145.63000289917,14.9198732376099,0.000362330055773335,0.257576217076698
-113.8334,60.4999,-134.589996337891,-145.430496520996,-145.430496520996,15.2453451156616,0.000370234160711027,0.263195153228387
-113.5001,60.4999,-134.429992675781,-145.278493041992,-145.278493041992,15.6654787063599,0.000380437131267521,0.270448326176674
-113.1667,60.4999,-134.360000610352,-145.212000579834,-145.212000579834,16.2801551818848,0.000395364587963203,0.281060081301552
-112.8334,60.4999,-134.240005493164,-145.098005218506,-145.098005218506,16.2801551818848,0.000395364587963203,0.281060081301552
-112.5001,60.4999,-134.229995727539,-145.088495941162,-145.088495941162,17.9743690490723,0.000436508677809931,0.310308935623517
-112.1667,60.4999,-134.369995117188,-145.221495361328,-145.221495361328,19.1221752166748,0.000464383222459281,0.330124624797276
-111.8334,60.4999,-134.460006713867,-145.307006378174,-145.307006378174,19.8925266265869,0.00048309125468404,0.343423947038478
-111.5001,60.4999,-135.039993286133,-145.857993621826,-145.857993621826,20.151195526123,0.000489373045105657,0.347889598693612
-111.1667,60.4999,-131.770004272461,-142.751504058838,-142.751504058838,21.1207256317139,0.000512918144426415,0.364627535602522
-110.8334,60.4999,-131.75,-142.7325,-142.7325,21.1207256317139,0.000512918144426415,0.364627535602522
-110.5001,60.4999,-131.910003662109,-142.884503479004,-142.884503479004,20.766622543335,0.000504318728753203,0.358514311146305
-138.5,60.1665,-148.520004272461,-158.664004058838,-158.664004058838,0.012006999924779,2.91590744983604e-07,0.000207288464842227
-138.1667,60.1665,-146.089996337891,-156.355496520996,-156.355496520996,0.012006999924779,2.91590744983604e-07,0.000207288464842227
-137.8334,60.1665,-145.960006713867,-156.232006378174,-156.232006378174,0.010414999909699,2.5292892493536e-07,0.000179804227212333
-137.5,60.1665,-146.979995727539,-157.200995941162,-157.200995941162,0.009355000220239,2.27186766105646e-07,0.000161504426284714
-124.8334,60.1665,-136.830001831055,-147.558501739502,-147.558501739502,8.98837566375732,0.000218283265795534,0.155175031601391
-124.5001,60.1665,-136.389999389648,-147.140499420166,-147.140499420166,10.7912664413452,0.000262066581216068,0.186300080648252
-124.1667,60.1665,-134.169998168945,-145.031498260498,-145.031498260498,13.1242322921753,0.000318722802980588,0.226576328901565
-123.8334,60.1665,-139.039993286133,-149.657993621826,-149.657993621826,18.045072555542,0.000438225716891601,0.311529558710624
-123.5001,60.1665,-138.490005493164,-149.135505218506,-149.135505218506,14.7951879501343,0.000359302065759903,0.255423654239091
-123.1667,60.1665,-138.820007324219,-149.449006958008,-149.449006958008,16.2153396606445,0.000393790538971503,0.279941108204191
-122.8334,60.1665,-139.059997558594,-149.676997680664,-149.676997680664,17.1495800018311,0.000416478624154058,0.296069803742748
-122.5001,60.1665,-131.770004272461,-142.751504058838,-142.751504058838,16.3739681243896,0.00039764284114597,0.282679664957419
-122.1667,60.1665,-132.190002441406,-143.150502319336,-143.150502319336,14.0371675491333,0.000340893492858649,0.242337214143567
-121.8334,60.1665,-132.600006103516,-143.54000579834,-143.54000579834,14.0371675491333,0.000340893492858649,0.242337214143567
-114.8334,60.1665,-134.039993286133,-144.907993621826,-144.907993621826,15.0931062698364,0.000366537030807828,0.260566906635719
-114.5001,60.1665,-134.029998779297,-144.898498840332,-144.898498840332,15.3976373672485,0.000373932587576494,0.265824321816426
-114.1667,60.1665,-134.089996337891,-144.955496520996,-144.955496520996,16.1792964935303,0.000392915228401315,0.279318860113413
-113.8334,60.1665,-133.929992675781,-144.803493041992,-144.803493041992,16.1792964935303,0.000392915228401315,0.279318860113413
-113.5001,60.1665,-133.740005493164,-144.623005218506,-144.623005218506,15.6644372940063,0.000380411840503308,0.270430347266923
-113.1667,60.1665,-133.550003051758,-144.44250289917,-144.44250289917,14.5754985809326,0.000353966895673137,0.251630943955984
-112.8334,60.1665,-133.429992675781,-144.328493041992,-144.328493041992,16.2920932769775,0.000395654505350027,0.281266180195566
-112.5001,60.1665,-133.110000610352,-144.024500579834,-144.024500579834,18.7870330810547,0.000456244274711044,0.324338741626471
-112.1667,60.1665,-133.080001831055,-143.996001739502,-143.996001739502,20.6747760772705,0.000502088231573922,0.356928676677166
-111.8334,60.1665,-133.160003662109,-144.072003479004,-144.072003479004,25.1544914245605,0.00061087839927727,0.434266339964192
-111.5001,60.1665,-133.490005493164,-144.385505218506,-144.385505218506,25.1544914245605,0.00061087839927727,0.434266339964192
-111.1667,60.1665,-133.899993896484,-144.77499420166,-144.77499420166,26.8090572357178,0.000651059633600765,0.46283071150778
-110.8334,60.1665,-134.009994506836,-144.879494781494,-144.879494781494,25.6520671844482,0.000622962057761519,0.442856472058469
-110.5001,60.1665,-134.059997558594,-144.926997680664,-144.926997680664,24.6138172149658,0.000597748092243304,0.424932157604835
-110.1667,60.1665,-134.279998779297,-145.135998840332,-145.135998840332,23.7877922058105,0.00057768802317496,0.410671688116889
-124.8334,59.8332,-133.690002441406,-144.575502319336,-144.575502319336,8.41269874572754,0.000204302915795552,0.145236563596804
-124.5001,59.8332,-138.839996337891,-149.467996520996,-149.467996520996,8.41269874572754,0.000204302915795552,0.145236563596804
-124.1667,59.8332,-138.380004882812,-149.031004638672,-149.031004638672,8.434983253479,0.000204844096461626,0.14562128262991
-123.8334,59.8332,-137.740005493164,-148.423005218506,-148.423005218506,10.1526002883911,0.00024655653370192,0.175274168495181
-123.5001,59.8332,-138.690002441406,-149.325502319336,-149.325502319336,12.0393438339233,0.000292376218842367,0.20784684906106
-123.1667,59.8332,-138.699996948242,-149.33499710083,-149.33499710083,13.8326816558838,0.000335927540137336,0.238806976185782
-122.8334,59.8332,-138.809997558594,-149.439497680664,-149.439497680664,12.0804758071899,0.000293375111388598,0.208556950139412
-122.5001,59.8332,-138.869995117188,-149.496495361328,-149.496495361328,12.7366971969604,0.000309311488928042,0.219885935342572
-122.1667,59.8332,-138.520004272461,-149.164004058838,-149.164004058838,12.2919683456421,0.000298511220927373,0.212208150597143
-114.8334,59.8332,-133.5,-144.395,-144.395,16.7128849029541,0.000405873456334457,0.28853071344397
-114.5001,59.8332,-133.210006713867,-144.119506378174,-144.119506378174,16.7128849029541,0.000405873456334457,0.28853071344397
-114.1667,59.8332,-133.110000610352,-144.024500579834,-144.024500579834,17.0040950775146,0.000412945513657592,0.293558156636213
-113.8334,59.8332,-133.050003051758,-143.96750289917,-143.96750289917,17.0006351470947,0.000412861489030703,0.29349842450748
-113.5001,59.8332,-132.860000610352,-143.787000579834,-143.787000579834,18.2435550689697,0.000443045877158045,0.314956154510092
-113.1667,59.8332,-132.720001220703,-143.654001159668,-143.654001159668,18.2224712371826,0.000442533854982945,0.314592163908649
-112.8334,59.8332,-132.550003051758,-143.49250289917,-143.49250289917,20.0172595977783,0.000486120402699496,0.345577333086239
-112.5001,59.8332,-132.360000610352,-143.312000579834,-143.312000579834,21.06178855896,0.000511486853924281,0.363610047852877
-112.1667,59.8332,-132.110000610352,-143.074500579834,-143.074500579834,21.06178855896,0.000511486853924281,0.363610047852877
-111.8334,59.8332,-132.059997558594,-143.026997680664,-143.026997680664,18.2377452850342,0.000442904786191394,0.314855854584997
-111.5001,59.8332,-132.210006713867,-143.169506378174,-143.169506378174,36.3164863586426,0.00088194814515237,0.626966665520758
-111.1667,59.8332,-132.550003051758,-143.49250289917,-143.49250289917,29.2605972290039,0.000710595435839272,0.505154019985435
-110.8334,59.8332,-132.830001831055,-143.758501739502,-143.758501739502,28.5774688720703,0.00069400562091751,0.493360513756895
-110.5001,59.8332,-132.919998168945,-143.843998260498,-143.843998260498,29.4134178161621,0.000714306693367168,0.507792309741974
-110.1667,59.8332,-133.110000610352,-144.024500579834,-144.024500579834,28.9665851593018,0.000703455334317184,0.500078204964576
-109.8334,59.8332,-133.240005493164,-144.148005218506,-144.148005218506,28.9665851593018,0.000703455334317184,0.500078204964576
-114.1667,59.4999,-132.669998168945,-143.606498260498,-143.606498260498,20.2143878936768,0.000490907675708447,0.348980549717349
-113.8334,59.4999,-131.770004272461,-142.751504058838,-142.751504058838,20.78440284729,0.000504750524548054,0.358821269748318
-113.5001,59.4999,-131.690002441406,-142.675502319336,-142.675502319336,21.4008522033691,0.000519721035759003,0.369463631826701
-113.1667,59.4999,-131.710006713867,-142.694506378174,-142.694506378174,22.1725215911865,0.000538461075159716,0.382785707596544
-112.8334,59.4999,-131.660003662109,-142.647003479004,-142.647003479004,26.4541664123535,0.00064244108773411,0.456703887619828
-112.5001,59.4999,-131.539993286133,-142.532993621826,-142.532993621826,27.8581962585449,0.000676538040461267,0.480943014232052
-112.1667,59.4999,-131.190002441406,-142.200502319336,-142.200502319336,29.2564754486084,0.000710495338144284,0.505082861699772
-111.8334,59.4999,-130.869995117188,-141.896495361328,-141.896495361328,28.753776550293,0.000698287263922535,0.49640428390661
-111.5001,59.4999,-130.75,-141.7825,-141.7825,29.7230701446533,0.000721826619553253,0.51313813769316
-111.1667,59.4999,-130.940002441406,-141.963002319336,-141.963002319336,30.1491527557373,0.000732174062442308,0.520494014340189
-110.8334,59.4999,-131.350006103516,-142.35250579834,-142.35250579834,29.8229560852051,0.000724252355873844,0.514862565394168
-110.5001,59.4999,-131.389999389648,-142.390499420166,-142.390499420166,29.8229560852051,0.000724252355873844,0.514862565394168
