"X","x","y","df.ahy","df.hy","abun","rel.abun","ahy_wing","sy_wing","asy_wing"
17,-98.8334,49.4333,-99.9255023193359,-99.9255023193359,0.03184400126338,0.000952564242628698,105.117164611816,105.166664123535,106.058372497559
18,-98.5001,49.4333,-98.8425028991699,-98.8425028991699,0.046096999198198,0.00137892071933759,104.922241210938,105.166664123535,106.058372497559
19,-98.1667,49.4333,-97.3604979705811,-97.3604979705811,0.051026999950409,0.00152639409725412,104.940299987793,105.166664123535,106.058372497559
20,-97.8334,49.4333,-96.6575,-96.6575,0.021937999874353,0.00065624147110976,104.960731506348,105.166664123535,106.058372497559
21,-97.5001,49.4333,-96.1729979705811,-96.1729979705811,0.019005000591278,0.000568505315794198,104.98356628418,107.551284790039,107.809722900391
22,-97.1667,49.4333,-95.802498550415,-95.802498550415,0.013504000380635,0.000403951368694044,104.849586486816,107.551284790039,108.090972900391
23,-68.5001,49.4333,-84.383501739502,-84.383501739502,0.017671000212431,0.000528600749466847,107.90161895752,106.458335876465,109.008331298828
24,-68.1668,49.4333,-84.7064982604981,-84.7064982604981,0.024514999240637,0.000733328437326593,107.911758422852,106.458335876465,109.008331298828
25,-67.8334,49.4333,-84.412000579834,-84.412000579834,0.030432999134064,0.00091035628755601,107.935676574707,105.958335876465,109.008331298828
26,-67.5001,49.4333,-83.3575,-83.3575,0.026373999193311,0.000788937557151685,107.881286621094,105.958335876465,109.966667175293
